fact_user_daily_activity_id,user_key,date_key,subscription_plan_key,campaign_key,is_premium,has_active_subscription,logins_count,sessions_count,minutes_watched,lessons_completed,quizzes_attempted,distinct_courses_accessed,active_days_last_30d,days_since_last_login,is_inactive_7d_flag,active_courses_count,completed_courses_total,created_at
10815,10,20250918,3,17,False,False,5,4,256,7,1,1,26,3,False,1,7,2025-11-28 18:04:42.594458
10816,684,20250918,5,11,False,False,1,7,211,5,4,2,4,6,False,2,5,2025-11-28 18:04:42.594463
10817,681,20250918,5,28,True,False,4,7,69,10,0,1,22,1,False,1,10,2025-11-28 18:04:42.594468
10818,844,20250918,4,6,True,True,0,0,0,0,0,0,5,29,True,0,0,2025-11-28 18:04:42.594471
10819,32,20250918,5,8,True,False,0,0,0,0,0,0,2,9,True,0,0,2025-11-28 18:04:42.594474
10820,900,20250918,4,17,False,False,3,4,204,4,4,1,16,7,False,1,4,2025-11-28 18:04:42.594478
10821,645,20250918,5,6,False,False,0,0,0,0,0,0,7,56,True,0,0,2025-11-28 18:04:42.594481
10822,35,20250918,5,18,True,False,2,5,225,4,2,3,22,0,False,3,4,2025-11-28 18:04:42.594485
10823,370,20250918,5,2,False,True,1,6,126,4,1,1,30,0,False,1,4,2025-11-28 18:04:42.594489
10824,257,20250918,2,41,False,True,3,4,127,10,4,2,18,7,False,2,10,2025-11-28 18:04:42.594494
10825,225,20250918,3,23,False,True,0,0,0,0,0,0,3,12,True,0,0,2025-11-28 18:04:42.594496
10826,201,20250918,3,11,True,False,0,0,0,0,0,0,2,57,True,0,0,2025-11-28 18:04:42.594499
10827,947,20250918,3,40,True,True,3,2,235,0,2,2,26,0,False,2,0,2025-11-28 18:04:42.594504
10828,11,20250918,4,48,False,False,0,0,0,0,0,0,10,32,True,0,0,2025-11-28 18:04:42.594507
10829,804,20250918,3,9,True,False,3,1,26,3,4,3,20,7,False,3,3,2025-11-28 18:04:42.594511
10830,375,20250918,1,5,True,False,0,0,0,0,0,0,4,11,True,0,0,2025-11-28 18:04:42.594514
10831,742,20250918,2,22,True,False,3,2,162,4,1,3,7,0,False,3,4,2025-11-28 18:04:42.594518
10832,572,20250918,3,39,False,False,0,0,0,0,0,0,6,39,True,0,0,2025-11-28 18:04:42.594521
10833,221,20250918,5,35,True,False,1,6,229,4,4,2,27,0,False,2,4,2025-11-28 18:04:42.594525
10834,407,20250918,2,47,True,False,2,6,131,7,3,3,19,1,False,3,7,2025-11-28 18:04:42.594530
10835,948,20250918,4,26,True,False,1,4,43,10,0,2,5,3,False,2,10,2025-11-28 18:04:42.594534
10836,791,20250918,2,2,False,False,2,4,284,9,4,1,13,3,False,1,9,2025-11-28 18:04:42.594538
10837,161,20250918,3,1,False,False,5,6,191,8,4,3,26,5,False,3,8,2025-11-28 18:04:42.594549
10838,642,20250918,5,13,False,False,0,0,0,0,0,0,15,50,True,0,0,2025-11-28 18:04:42.594552
10839,254,20250918,3,28,True,True,4,1,35,3,2,3,4,6,False,3,3,2025-11-28 18:04:42.594557
10840,399,20250918,1,41,True,True,2,2,76,4,1,2,10,0,False,2,4,2025-11-28 18:04:42.594561
10841,912,20250918,2,29,False,True,5,1,294,6,3,1,15,6,False,1,6,2025-11-28 18:04:42.594566
10842,845,20250918,1,10,True,False,4,8,233,10,3,2,25,1,False,2,10,2025-11-28 18:04:42.594570
10843,942,20250918,2,1,True,True,1,2,220,7,5,2,16,6,False,2,7,2025-11-28 18:04:42.594575
10844,807,20250918,3,6,False,True,0,0,0,0,0,0,2,30,True,0,0,2025-11-28 18:04:42.594578
10845,85,20250918,4,47,True,True,0,0,0,0,0,0,0,56,True,0,0,2025-11-28 18:04:42.594580
10846,745,20250918,5,25,False,False,2,3,155,0,2,2,16,7,False,2,0,2025-11-28 18:04:42.594584
10847,969,20250918,3,49,True,False,4,3,80,8,1,3,19,7,False,3,8,2025-11-28 18:04:42.594589
10848,450,20250918,3,37,True,True,0,0,0,0,0,0,13,9,True,0,0,2025-11-28 18:04:42.594592
10849,323,20250918,5,40,True,True,1,8,142,8,3,3,14,5,False,3,8,2025-11-28 18:04:42.594596
10850,393,20250918,2,25,False,True,0,0,0,0,0,0,6,12,True,0,0,2025-11-28 18:04:42.594599
10851,425,20250918,5,25,True,True,1,1,264,4,4,3,23,4,False,3,4,2025-11-28 18:04:42.594604
10852,103,20250918,4,15,True,True,4,3,220,8,0,1,29,5,False,1,8,2025-11-28 18:04:42.594609
10853,780,20250918,1,29,False,False,4,5,67,10,5,2,18,4,False,2,10,2025-11-28 18:04:42.594613
10854,365,20250918,3,9,True,False,5,8,214,4,5,3,12,2,False,3,4,2025-11-28 18:04:42.594617
10855,635,20250918,5,5,True,False,4,7,268,6,0,1,2,5,False,1,6,2025-11-28 18:04:42.594622
10856,459,20250918,5,43,False,True,3,1,247,4,0,2,27,2,False,2,4,2025-11-28 18:04:42.594626
10857,405,20250918,3,46,False,True,0,0,0,0,0,0,3,55,True,0,0,2025-11-28 18:04:42.594629
10858,72,20250918,1,18,False,False,3,8,172,2,3,2,28,3,False,2,2,2025-11-28 18:04:42.594634
10859,64,20250918,1,49,True,False,2,3,156,1,5,2,9,5,False,2,1,2025-11-28 18:04:42.594639
10860,520,20250918,2,2,False,True,0,0,0,0,0,0,11,43,True,0,0,2025-11-28 18:04:42.594641
10861,5,20250918,3,48,True,False,5,6,133,8,1,2,20,3,False,2,8,2025-11-28 18:04:42.594646
10862,404,20250918,1,37,True,False,3,7,224,8,2,2,13,5,False,2,8,2025-11-28 18:04:42.594650
10863,584,20250918,3,45,False,False,3,3,215,0,0,3,17,4,False,3,0,2025-11-28 18:04:42.594655
10864,36,20250918,4,23,False,True,5,1,275,7,1,3,2,5,False,3,7,2025-11-28 18:04:42.594659
10865,687,20250918,1,47,True,True,3,6,136,5,1,1,28,6,False,1,5,2025-11-28 18:04:42.594663
10866,371,20250918,2,37,False,True,0,0,0,0,0,0,11,52,True,0,0,2025-11-28 18:04:42.594666
10867,430,20250918,5,28,False,False,4,2,70,2,2,1,15,7,False,1,2,2025-11-28 18:04:42.594679
10868,86,20250918,5,27,True,False,0,0,0,0,0,0,12,10,True,0,0,2025-11-28 18:04:42.594682
10869,312,20250918,2,3,False,True,1,7,273,7,1,1,20,5,False,1,7,2025-11-28 18:04:42.594687
10870,188,20250918,5,27,True,True,4,2,173,9,2,1,30,1,False,1,9,2025-11-28 18:04:42.594691
10871,978,20250918,4,49,True,False,4,8,58,1,5,2,8,5,False,2,1,2025-11-28 18:04:42.594695
10872,949,20250918,3,7,True,False,3,6,44,8,5,2,25,7,False,2,8,2025-11-28 18:04:42.594700
10873,414,20250918,2,39,False,True,1,5,250,1,1,2,7,1,False,2,1,2025-11-28 18:04:42.594704
10874,116,20250918,5,6,False,True,3,7,115,7,4,3,15,2,False,3,7,2025-11-28 18:04:42.594708
10875,301,20250918,1,45,True,False,1,4,119,5,0,1,15,4,False,1,5,2025-11-28 18:04:42.594713
10876,796,20250918,1,32,True,True,1,2,216,8,0,2,23,0,False,2,8,2025-11-28 18:04:42.594718
10877,48,20250918,3,39,False,False,4,6,273,1,0,3,21,0,False,3,1,2025-11-28 18:04:42.594723
10878,779,20250918,4,14,False,True,0,0,0,0,0,0,3,18,True,0,0,2025-11-28 18:04:42.594725
10879,76,20250918,4,47,False,True,1,1,132,5,3,2,20,2,False,2,5,2025-11-28 18:04:42.594730
10880,292,20250918,2,23,False,True,5,5,62,10,3,1,8,7,False,1,10,2025-11-28 18:04:42.594734
10881,388,20250918,4,20,False,True,2,1,72,4,4,2,11,3,False,2,4,2025-11-28 18:04:42.594739
10882,253,20250918,1,50,False,True,0,0,0,0,0,0,11,50,True,0,0,2025-11-28 18:04:42.594742
10883,654,20250918,4,6,False,False,3,5,72,5,4,3,5,4,False,3,5,2025-11-28 18:04:42.594746
10884,98,20250918,3,25,False,True,1,8,175,1,1,2,17,6,False,2,1,2025-11-28 18:04:42.594750
10885,530,20250918,4,34,True,False,4,6,88,10,4,3,26,2,False,3,10,2025-11-28 18:04:42.594755
10886,964,20250918,1,33,False,False,2,8,284,2,4,1,6,7,False,1,2,2025-11-28 18:04:42.594759
10887,758,20250918,5,42,False,False,1,5,96,6,4,1,24,4,False,1,6,2025-11-28 18:04:42.594764
10888,736,20250918,5,35,False,True,2,4,88,9,2,1,18,4,False,1,9,2025-11-28 18:04:42.594769
10889,65,20250918,1,5,True,True,2,6,284,7,0,2,14,2,False,2,7,2025-11-28 18:04:42.594773
10890,126,20250918,1,34,True,False,0,0,0,0,0,0,3,13,True,0,0,2025-11-28 18:04:42.594776
10891,227,20250918,5,2,False,True,4,1,44,6,2,1,26,7,False,1,6,2025-11-28 18:04:42.594781
10892,706,20250918,2,32,False,True,1,7,40,7,3,1,1,5,False,1,7,2025-11-28 18:04:42.594785
10893,467,20250918,1,47,True,False,3,2,21,6,3,3,21,5,False,3,6,2025-11-28 18:04:42.594789
10894,916,20250918,5,40,True,False,1,8,262,1,2,2,7,0,False,2,1,2025-11-28 18:04:42.594793
10895,80,20250918,2,48,True,True,3,2,228,5,1,3,14,7,False,3,5,2025-11-28 18:04:42.594798
10896,571,20250918,5,2,False,True,0,0,0,0,0,0,9,59,True,0,0,2025-11-28 18:04:42.594800
10897,280,20250918,4,15,True,False,2,7,92,7,5,1,7,5,False,1,7,2025-11-28 18:04:42.594813
10898,733,20250918,4,30,True,False,5,2,256,0,1,2,14,5,False,2,0,2025-11-28 18:04:42.594818
10899,181,20250918,4,40,True,True,5,3,291,2,5,1,8,3,False,1,2,2025-11-28 18:04:42.594822
10900,451,20250918,4,31,True,False,1,4,201,4,2,1,1,6,False,1,4,2025-11-28 18:04:42.594826
10901,2,20250918,2,39,True,True,3,7,163,7,3,1,16,0,False,1,7,2025-11-28 18:04:42.594831
10902,449,20250918,3,12,True,False,1,8,129,7,5,1,8,5,False,1,7,2025-11-28 18:04:42.594835
10903,281,20250918,3,26,False,False,5,7,17,10,5,3,24,0,False,3,10,2025-11-28 18:04:42.594839
10904,915,20250918,1,24,False,True,2,4,172,10,4,3,13,3,False,3,10,2025-11-28 18:04:42.594843
10905,321,20250918,4,47,False,True,1,2,138,0,3,2,30,1,False,2,0,2025-11-28 18:04:42.594848
10906,793,20250918,3,10,False,True,5,6,183,5,1,2,8,5,False,2,5,2025-11-28 18:04:42.594852
10907,167,20250918,5,39,False,False,0,0,0,0,0,0,10,40,True,0,0,2025-11-28 18:04:42.594855
10908,427,20250918,4,5,False,False,0,0,0,0,0,0,7,60,True,0,0,2025-11-28 18:04:42.594858
10909,283,20250918,4,3,True,False,5,2,276,4,1,3,4,6,False,3,4,2025-11-28 18:04:42.594863
10910,125,20250918,3,9,True,True,5,3,258,1,3,3,15,5,False,3,1,2025-11-28 18:04:42.594867
10911,158,20250918,5,2,True,True,2,5,274,2,0,3,17,4,False,3,2,2025-11-28 18:04:42.594871
10912,688,20250918,3,17,True,True,1,2,242,1,0,1,17,2,False,1,1,2025-11-28 18:04:42.594875
10913,570,20250918,4,24,True,False,1,8,247,0,1,1,20,4,False,1,0,2025-11-28 18:04:42.594879
10914,364,20250918,3,29,False,True,0,0,0,0,0,0,15,12,True,0,0,2025-11-28 18:04:42.594882
10915,119,20250918,5,4,False,False,5,8,279,1,5,3,3,7,False,3,1,2025-11-28 18:04:42.594886
10916,496,20250918,2,40,False,True,5,1,195,10,2,1,29,7,False,1,10,2025-11-28 18:04:42.594890
10917,355,20250918,1,16,False,False,4,5,298,6,1,1,26,6,False,1,6,2025-11-28 18:04:42.594895
10918,209,20250918,3,11,True,False,5,3,153,10,2,1,9,3,False,1,10,2025-11-28 18:04:42.594900
10919,786,20250918,5,38,True,True,0,0,0,0,0,0,11,60,True,0,0,2025-11-28 18:04:42.594902
10920,545,20250918,2,8,True,False,5,5,213,2,4,1,23,2,False,1,2,2025-11-28 18:04:42.594907
10921,277,20250918,5,20,False,False,5,6,94,3,5,2,6,7,False,2,3,2025-11-28 18:04:42.594911
10922,285,20250918,5,15,True,True,3,2,86,10,3,1,30,6,False,1,10,2025-11-28 18:04:42.594915
10923,551,20250918,4,40,False,True,0,0,0,0,0,0,11,22,True,0,0,2025-11-28 18:04:42.594918
10924,426,20250918,1,7,True,False,3,7,294,1,4,3,4,4,False,3,1,2025-11-28 18:04:42.594923
10925,412,20250918,2,9,False,False,3,6,83,10,2,3,4,0,False,3,10,2025-11-28 18:04:42.594927
10926,476,20250918,1,44,False,False,5,7,271,1,1,2,28,0,False,2,1,2025-11-28 18:04:42.594931
10927,145,20250918,3,45,False,True,0,0,0,0,0,0,1,59,True,0,0,2025-11-28 18:04:42.594935
10928,800,20250918,5,21,True,False,2,2,137,9,4,2,23,1,False,2,9,2025-11-28 18:04:42.594939
10929,481,20250918,1,3,False,False,4,7,133,1,1,2,11,1,False,2,1,2025-11-28 18:04:42.594944
10930,996,20250918,3,32,False,True,4,6,225,8,1,2,20,4,False,2,8,2025-11-28 18:04:42.594948
10931,961,20250918,5,43,True,True,4,3,169,5,3,3,9,0,False,3,5,2025-11-28 18:04:42.594952
10932,750,20250918,4,23,True,True,3,7,162,0,4,2,9,1,False,2,0,2025-11-28 18:04:42.594957
10933,474,20250918,3,41,True,True,5,4,213,10,5,3,15,7,False,3,10,2025-11-28 18:04:42.594961
10934,43,20250918,1,4,False,False,2,7,88,1,4,3,28,3,False,3,1,2025-11-28 18:04:42.594965
10935,325,20250918,3,9,False,False,4,7,129,5,1,3,11,1,False,3,5,2025-11-28 18:04:42.594969
10936,986,20250918,3,16,False,False,4,4,282,9,4,2,8,0,False,2,9,2025-11-28 18:04:42.594974
10937,549,20250918,3,50,False,False,0,0,0,0,0,0,2,50,True,0,0,2025-11-28 18:04:42.594985
10938,146,20250918,1,20,False,False,0,0,0,0,0,0,13,23,True,0,0,2025-11-28 18:04:42.594988
10939,913,20250918,2,37,False,True,0,0,0,0,0,0,2,30,True,0,0,2025-11-28 18:04:42.594991
10940,297,20250918,5,29,True,False,2,3,191,7,2,2,29,1,False,2,7,2025-11-28 18:04:42.594995
10941,492,20250918,4,9,False,False,4,4,183,2,2,1,11,3,False,1,2,2025-11-28 18:04:42.594999
10942,284,20250918,5,6,True,True,4,3,153,3,1,1,28,3,False,1,3,2025-11-28 18:04:42.595004
10943,663,20250918,2,13,True,False,1,2,252,7,1,1,4,4,False,1,7,2025-11-28 18:04:42.595008
10944,300,20250918,1,12,True,False,5,7,124,10,4,2,16,5,False,2,10,2025-11-28 18:04:42.595013
10945,497,20250918,2,33,False,True,4,8,198,0,5,1,21,1,False,1,0,2025-11-28 18:04:42.595018
10946,859,20250918,1,37,True,False,1,8,51,8,3,1,26,4,False,1,8,2025-11-28 18:04:42.595023
10947,979,20250918,4,8,True,True,0,0,0,0,0,0,3,13,True,0,0,2025-11-28 18:04:42.595026
10948,543,20250918,4,42,True,False,0,0,0,0,0,0,0,36,True,0,0,2025-11-28 18:04:42.595029
10949,241,20250918,4,1,False,False,0,0,0,0,0,0,5,59,True,0,0,2025-11-28 18:04:42.595032
10950,67,20250918,5,42,False,False,1,5,50,1,2,3,12,6,False,3,1,2025-11-28 18:04:42.595036
10951,761,20250918,2,10,False,False,4,2,90,5,2,3,2,1,False,3,5,2025-11-28 18:04:42.595041
10952,507,20250918,4,32,False,False,5,5,250,6,1,3,21,0,False,3,6,2025-11-28 18:04:42.595045
10953,918,20250918,5,21,True,False,5,5,118,4,4,1,1,2,False,1,4,2025-11-28 18:04:42.595049
10954,131,20250918,3,21,True,False,0,0,0,0,0,0,9,42,True,0,0,2025-11-28 18:04:42.595052
10955,712,20250918,5,36,False,False,2,7,95,5,3,3,30,0,False,3,5,2025-11-28 18:04:42.595056
10956,294,20250918,5,10,True,False,0,0,0,0,0,0,12,53,True,0,0,2025-11-28 18:04:42.595059
10957,928,20250918,1,40,False,False,0,0,0,0,0,0,3,59,True,0,0,2025-11-28 18:04:42.595069
10958,678,20250918,3,9,True,False,0,0,0,0,0,0,12,26,True,0,0,2025-11-28 18:04:42.595072
10959,616,20250918,5,42,False,True,0,0,0,0,0,0,6,24,True,0,0,2025-11-28 18:04:42.595075
10960,784,20250918,4,27,True,False,0,0,0,0,0,0,9,43,True,0,0,2025-11-28 18:04:42.595077
10961,927,20250918,2,35,True,False,0,0,0,0,0,0,7,44,True,0,0,2025-11-28 18:04:42.595080
10962,788,20250918,2,9,False,True,3,7,291,4,1,2,30,4,False,2,4,2025-11-28 18:04:42.595084
10963,34,20250918,2,36,False,False,1,3,106,0,2,1,11,2,False,1,0,2025-11-28 18:04:42.595089
10964,436,20250918,2,33,True,True,0,0,0,0,0,0,10,46,True,0,0,2025-11-28 18:04:42.595092
10965,839,20250918,3,31,False,False,0,0,0,0,0,0,1,34,True,0,0,2025-11-28 18:04:42.595102
10966,962,20250918,3,12,False,False,5,7,221,7,5,1,16,7,False,1,7,2025-11-28 18:04:42.595106
10967,855,20250918,3,1,False,True,3,7,280,9,1,3,17,5,False,3,9,2025-11-28 18:04:42.595111
10968,252,20250918,4,18,False,False,1,6,182,5,3,2,6,6,False,2,5,2025-11-28 18:04:42.595116
10969,272,20250918,5,47,True,False,5,3,38,4,0,1,16,0,False,1,4,2025-11-28 18:04:42.595120
10970,596,20250918,3,10,False,False,5,1,143,9,4,3,25,3,False,3,9,2025-11-28 18:04:42.595125
10971,816,20250918,1,8,True,True,0,0,0,0,0,0,3,26,True,0,0,2025-11-28 18:04:42.595127
10972,886,20250918,5,13,False,False,4,8,15,10,3,2,12,5,False,2,10,2025-11-28 18:04:42.595131
10973,738,20250918,1,47,False,False,4,8,34,9,4,2,25,4,False,2,9,2025-11-28 18:04:42.595136
10974,169,20250918,3,8,True,True,1,7,182,4,3,2,13,4,False,2,4,2025-11-28 18:04:42.595140
10975,30,20250918,1,21,True,True,5,8,275,1,0,1,17,2,False,1,1,2025-11-28 18:04:42.595145
10976,858,20250918,2,23,False,True,5,1,202,9,5,2,10,1,False,2,9,2025-11-28 18:04:42.595149
10977,489,20250918,5,49,True,True,1,2,195,3,1,2,28,4,False,2,3,2025-11-28 18:04:42.595154
10978,873,20250918,1,4,True,False,2,2,190,9,1,3,9,1,False,3,9,2025-11-28 18:04:42.595159
10979,244,20250918,3,38,True,False,3,7,120,7,1,3,13,7,False,3,7,2025-11-28 18:04:42.595163
10980,25,20250918,1,27,False,True,1,7,275,9,3,2,17,0,False,2,9,2025-11-28 18:04:42.595168
10981,759,20250918,5,21,False,False,2,6,81,8,5,2,8,0,False,2,8,2025-11-28 18:04:42.595172
10982,296,20250918,5,6,False,False,2,7,106,2,5,2,19,2,False,2,2,2025-11-28 18:04:42.595176
10983,755,20250918,1,36,False,False,3,1,66,9,1,3,14,3,False,3,9,2025-11-28 18:04:42.595181
10984,662,20250918,4,3,False,True,4,6,211,0,0,1,15,1,False,1,0,2025-11-28 18:04:42.595185
10985,513,20250918,5,41,True,True,1,5,52,4,5,2,8,6,False,2,4,2025-11-28 18:04:42.595190
10986,15,20250918,5,20,False,False,4,8,97,1,1,2,2,4,False,2,1,2025-11-28 18:04:42.595194
10987,595,20250918,1,12,True,False,0,0,0,0,0,0,12,57,True,0,0,2025-11-28 18:04:42.595197
10988,78,20250918,2,18,False,False,3,1,167,9,3,2,21,1,False,2,9,2025-11-28 18:04:42.595202
10989,415,20250918,5,30,True,True,0,0,0,0,0,0,1,13,True,0,0,2025-11-28 18:04:42.595205
10990,149,20250918,4,46,True,False,2,7,29,1,3,2,28,6,False,2,1,2025-11-28 18:04:42.595209
10991,238,20250918,3,3,True,True,1,3,263,7,4,2,26,5,False,2,7,2025-11-28 18:04:42.595214
10992,803,20250918,1,34,False,False,3,2,179,0,4,3,7,0,False,3,0,2025-11-28 18:04:42.595218
10993,747,20250918,3,22,False,False,1,1,265,3,1,3,30,4,False,3,3,2025-11-28 18:04:42.595223
10994,89,20250918,2,45,False,False,2,1,261,2,5,2,2,2,False,2,2,2025-11-28 18:04:42.595227
10995,689,20250918,5,44,True,True,3,1,275,10,1,1,23,3,False,1,10,2025-11-28 18:04:42.595231
10996,799,20250918,1,4,False,False,4,4,216,3,5,2,7,2,False,2,3,2025-11-28 18:04:42.595236
10997,550,20250918,5,18,False,True,2,4,64,7,2,2,11,0,False,2,7,2025-11-28 18:04:42.595248
10998,763,20250918,1,36,True,False,4,1,136,6,2,3,9,7,False,3,6,2025-11-28 18:04:42.595253
10999,535,20250918,2,8,False,True,1,2,58,9,4,1,12,7,False,1,9,2025-11-28 18:04:42.595257
11000,331,20250918,2,8,False,True,0,0,0,0,0,0,8,55,True,0,0,2025-11-28 18:04:42.595260
11001,822,20250918,1,50,False,False,3,5,222,3,4,1,27,0,False,1,3,2025-11-28 18:04:42.595264
11002,834,20250918,4,48,True,False,2,5,295,4,4,1,11,2,False,1,4,2025-11-28 18:04:42.595269
11003,957,20250918,4,50,True,False,5,1,71,8,5,2,1,0,False,2,8,2025-11-28 18:04:42.595273
11004,615,20250918,2,15,True,True,2,8,60,2,0,3,2,6,False,3,2,2025-11-28 18:04:42.595278
11005,538,20250918,1,24,True,True,2,4,91,1,0,3,17,6,False,3,1,2025-11-28 18:04:42.595282
11006,894,20250918,4,49,True,True,1,8,267,7,3,2,24,6,False,2,7,2025-11-28 18:04:42.595286
11007,973,20250918,5,8,True,True,0,0,0,0,0,0,7,59,True,0,0,2025-11-28 18:04:42.595289
11008,87,20250918,4,43,False,False,4,2,177,7,0,3,11,4,False,3,7,2025-11-28 18:04:42.595294
11009,703,20250918,2,2,True,False,1,5,211,10,2,2,5,6,False,2,10,2025-11-28 18:04:42.595299
11010,361,20250918,5,14,False,True,3,4,240,5,2,3,26,2,False,3,5,2025-11-28 18:04:42.595303
11011,133,20250918,2,29,True,True,1,8,259,7,3,1,27,5,False,1,7,2025-11-28 18:04:42.595308
11012,334,20250918,1,14,True,False,2,8,41,2,3,3,26,6,False,3,2,2025-11-28 18:04:42.595312
11013,353,20250918,4,20,True,False,3,8,17,0,3,3,29,2,False,3,0,2025-11-28 18:04:42.595316
11014,778,20250918,2,20,False,False,0,0,0,0,0,0,11,25,True,0,0,2025-11-28 18:04:42.595319
11015,622,20250918,1,24,False,False,1,8,258,6,0,2,9,4,False,2,6,2025-11-28 18:04:42.595323
11016,471,20250918,4,15,True,False,3,1,226,2,2,1,15,6,False,1,2,2025-11-28 18:04:42.595328
11017,141,20250918,3,43,False,True,4,5,184,10,5,2,8,2,False,2,10,2025-11-28 18:04:42.595333
11018,122,20250918,5,9,False,True,2,4,261,3,4,2,27,5,False,2,3,2025-11-28 18:04:42.595337
11019,831,20250918,1,47,False,True,3,3,209,4,4,1,4,6,False,1,4,2025-11-28 18:04:42.595341
11020,346,20250918,4,9,True,False,0,0,0,0,0,0,15,52,True,0,0,2025-11-28 18:04:42.595344
11021,826,20250918,2,41,True,True,0,0,0,0,0,0,5,51,True,0,0,2025-11-28 18:04:42.595347
11022,716,20250918,5,32,True,True,3,7,154,0,4,1,10,0,False,1,0,2025-11-28 18:04:42.595351
11023,212,20250918,1,8,True,True,4,1,97,0,4,3,14,3,False,3,0,2025-11-28 18:04:42.595355
11024,22,20250918,5,45,True,False,0,0,0,0,0,0,5,8,True,0,0,2025-11-28 18:04:42.595358
11025,115,20250918,5,7,True,False,5,2,125,0,0,2,1,3,False,2,0,2025-11-28 18:04:42.595362
11026,559,20250918,3,10,True,False,0,0,0,0,0,0,13,20,True,0,0,2025-11-28 18:04:42.595364
11027,594,20250918,5,38,True,False,2,6,102,5,3,1,10,4,False,1,5,2025-11-28 18:04:42.595377
11028,179,20250918,3,40,True,True,0,0,0,0,0,0,15,21,True,0,0,2025-11-28 18:04:42.595379
11029,134,20250918,3,49,False,False,2,3,98,9,1,1,12,7,False,1,9,2025-11-28 18:04:42.595384
11030,515,20250918,1,21,False,False,0,0,0,0,0,0,6,45,True,0,0,2025-11-28 18:04:42.595387
11031,159,20250918,4,17,True,True,5,6,227,3,1,3,6,0,False,3,3,2025-11-28 18:04:42.595391
11032,255,20250918,3,39,False,True,5,2,192,7,1,3,20,4,False,3,7,2025-11-28 18:04:42.595395
11033,106,20250918,5,34,False,False,1,2,173,10,2,3,29,4,False,3,10,2025-11-28 18:04:42.595400
11034,59,20250918,2,36,False,False,0,0,0,0,0,0,14,56,True,0,0,2025-11-28 18:04:42.595403
11035,547,20250918,1,20,False,True,4,6,266,4,4,2,14,0,False,2,4,2025-11-28 18:04:42.595407
11036,248,20250918,3,37,False,True,2,3,168,3,0,2,3,4,False,2,3,2025-11-28 18:04:42.595411
11037,213,20250918,5,10,False,True,1,8,283,10,1,2,25,6,False,2,10,2025-11-28 18:04:42.595416
11038,630,20250918,2,38,False,False,0,0,0,0,0,0,3,52,True,0,0,2025-11-28 18:04:42.595419
11039,856,20250918,5,27,True,True,1,3,187,6,0,1,2,3,False,1,6,2025-11-28 18:04:42.595424
11040,848,20250918,2,17,True,True,4,4,101,8,2,2,7,0,False,2,8,2025-11-28 18:04:42.595428
11041,279,20250918,2,8,True,False,0,0,0,0,0,0,9,28,True,0,0,2025-11-28 18:04:42.595430
11042,55,20250918,4,19,False,True,5,1,68,0,2,1,13,6,False,1,0,2025-11-28 18:04:42.595435
11043,587,20250918,5,14,False,True,1,5,158,7,1,1,22,1,False,1,7,2025-11-28 18:04:42.595439
11044,860,20250918,5,47,False,True,3,6,163,6,0,1,7,2,False,1,6,2025-11-28 18:04:42.595444
11045,685,20250918,5,50,True,False,4,7,249,6,3,1,12,0,False,1,6,2025-11-28 18:04:42.595449
11046,196,20250918,5,22,False,True,0,0,0,0,0,0,7,17,True,0,0,2025-11-28 18:04:42.595451
11047,401,20250918,5,48,False,True,3,6,207,9,3,3,3,2,False,3,9,2025-11-28 18:04:42.595456
11048,981,20250918,1,45,True,True,2,1,188,7,1,3,19,3,False,3,7,2025-11-28 18:04:42.595461
11049,891,20250918,4,2,False,False,1,4,73,1,1,1,5,6,False,1,1,2025-11-28 18:04:42.595465
11050,966,20250918,2,22,True,True,2,2,182,7,4,2,17,4,False,2,7,2025-11-28 18:04:42.595470
11051,358,20250918,4,42,False,True,2,3,205,10,0,1,19,3,False,1,10,2025-11-28 18:04:42.595474
11052,695,20250918,1,17,True,False,2,6,176,7,1,2,19,2,False,2,7,2025-11-28 18:04:42.595479
11053,349,20250918,2,28,True,False,3,7,288,8,0,3,17,3,False,3,8,2025-11-28 18:04:42.595483
11054,652,20250918,2,11,False,False,5,4,256,3,2,2,6,4,False,2,3,2025-11-28 18:04:42.595488
11055,714,20250918,4,13,True,True,0,0,0,0,0,0,14,24,True,0,0,2025-11-28 18:04:42.595490
11056,674,20250918,5,27,False,False,4,6,88,0,0,2,18,0,False,2,0,2025-11-28 18:04:42.595494
11057,468,20250918,5,32,False,True,5,7,167,4,3,3,21,2,False,3,4,2025-11-28 18:04:42.595506
11058,432,20250918,4,13,True,True,5,2,134,3,3,2,30,4,False,2,3,2025-11-28 18:04:42.595510
11059,775,20250918,4,32,True,False,0,0,0,0,0,0,3,36,True,0,0,2025-11-28 18:04:42.595513
11060,517,20250918,3,18,False,False,2,4,289,7,5,2,23,5,False,2,7,2025-11-28 18:04:42.595517
11061,808,20250918,4,20,True,True,2,2,245,3,2,2,20,2,False,2,3,2025-11-28 18:04:42.595522
11062,931,20250918,4,10,False,False,0,0,0,0,0,0,15,60,True,0,0,2025-11-28 18:04:42.595525
11063,389,20250918,2,10,True,False,5,7,31,1,0,1,7,6,False,1,1,2025-11-28 18:04:42.595529
11064,829,20250918,4,45,True,False,5,1,237,5,0,1,13,6,False,1,5,2025-11-28 18:04:42.595533
11065,699,20250918,4,3,True,False,0,0,0,0,0,0,13,21,True,0,0,2025-11-28 18:04:42.595536
