activity_id,user_key,date_key,subscription_plan_key,logins_count,sessions_count,minutes_watched,lessons_completed,quizzes_attempted,distinct_courses_accessed,active_days_last_30d,days_since_last_login,is_inactive_7d_flag,is_premium,has_active_subscription
31260,149,20251016,2,4,7,197,6,5,3,18,2,False,False,False
31261,648,20251016,3,0,0,0,0,0,0,9,53,True,False,True
31262,201,20251016,4,3,8,213,4,5,1,27,5,False,False,False
31263,790,20251016,1,2,4,113,6,0,1,16,4,False,True,False
31264,110,20251016,5,4,6,215,3,2,2,20,2,False,True,False
31265,991,20251016,4,4,4,101,10,2,3,8,6,False,True,False
31266,975,20251016,3,1,8,168,6,3,2,7,6,False,True,False
31267,568,20251016,3,0,0,0,0,0,0,6,54,True,True,False
31268,324,20251016,1,5,1,214,1,2,1,15,2,False,True,True
31269,522,20251016,1,5,8,91,1,1,3,5,6,False,False,False
31270,328,20251016,3,0,0,0,0,0,0,3,58,True,False,False
31271,887,20251016,1,1,6,29,9,4,1,7,3,False,False,True
31272,492,20251016,5,4,6,237,7,4,2,7,4,False,True,True
31273,499,20251016,2,2,7,228,3,2,3,15,4,False,True,False
31274,532,20251016,2,1,8,202,0,1,3,19,3,False,True,False
31275,705,20251016,2,0,0,0,0,0,0,15,31,True,True,True
31276,53,20251016,3,2,4,196,2,2,2,12,4,False,False,True
31277,109,20251016,3,1,2,88,1,5,1,12,7,False,True,True
31278,115,20251016,1,4,4,248,9,1,2,7,6,False,True,True
31279,623,20251016,1,0,0,0,0,0,0,14,9,True,False,False
31280,537,20251016,3,1,6,44,3,3,1,30,1,False,False,False
31281,731,20251016,5,0,0,0,0,0,0,4,28,True,False,False
31282,454,20251016,1,2,5,234,2,2,2,30,4,False,True,False
31283,197,20251016,3,1,3,168,3,4,1,3,4,False,True,True
31284,829,20251016,4,2,6,231,1,5,2,17,2,False,True,False
31285,511,20251016,5,4,2,194,9,2,2,17,5,False,True,False
31286,657,20251016,1,5,8,219,7,2,1,28,0,False,True,False
31287,900,20251016,5,2,5,269,7,3,3,25,1,False,False,True
31288,83,20251016,2,5,4,155,1,2,3,25,2,False,False,False
31289,481,20251016,2,3,5,88,4,5,1,22,1,False,True,False
31290,463,20251016,2,0,0,0,0,0,0,2,53,True,False,False
31291,515,20251016,1,0,0,0,0,0,0,9,44,True,True,True
31292,74,20251016,3,5,4,90,3,3,3,6,0,False,True,True
31293,712,20251016,2,4,8,245,7,4,2,11,1,False,False,True
31294,207,20251016,3,5,7,107,5,3,1,16,0,False,False,True
31295,399,20251016,5,5,6,254,9,4,1,7,3,False,False,True
31296,175,20251016,4,3,6,85,4,2,1,22,0,False,False,True
31297,17,20251016,1,2,4,143,3,0,1,12,0,False,True,True
31298,807,20251016,3,2,4,31,4,0,3,16,0,False,True,True
31299,329,20251016,5,0,0,0,0,0,0,5,51,True,True,False
31300,890,20251016,1,2,7,12,10,4,2,28,2,False,True,True
31301,933,20251016,2,3,5,52,0,3,3,11,7,False,True,True
31302,685,20251016,2,3,1,184,6,0,1,12,0,False,False,False
31303,198,20251016,2,5,4,37,6,4,2,2,1,False,False,True
31304,781,20251016,1,1,3,11,9,4,2,10,0,False,True,False
31305,512,20251016,3,0,0,0,0,0,0,3,44,True,True,False
31306,48,20251016,2,1,3,46,2,3,2,7,5,False,True,True
31307,446,20251016,1,5,3,76,5,4,3,27,5,False,True,True
31308,595,20251016,5,3,7,266,10,3,2,11,1,False,True,False
31309,2,20251016,4,4,1,228,10,0,3,2,3,False,False,True
31310,264,20251016,2,0,0,0,0,0,0,13,33,True,False,True
31311,927,20251016,2,1,5,37,3,5,1,14,4,False,False,False
31312,749,20251016,5,4,2,108,3,5,3,15,3,False,True,False
31313,425,20251016,5,1,7,71,4,5,2,19,0,False,True,False
31314,853,20251016,5,1,7,114,10,4,3,19,6,False,True,True
31315,521,20251016,1,1,1,171,3,0,1,8,0,False,True,False
31316,452,20251016,5,1,2,59,9,1,3,2,6,False,True,True
31317,848,20251016,1,0,0,0,0,0,0,11,22,True,False,True
31318,755,20251016,1,0,0,0,0,0,0,6,19,True,False,False
31319,34,20251016,5,2,8,249,8,1,3,21,1,False,True,False
31320,490,20251016,1,2,7,201,9,1,1,22,3,False,False,True
31321,849,20251016,1,1,2,24,6,5,2,7,6,False,True,True
31322,212,20251016,2,5,3,171,5,2,3,3,2,False,True,False
31323,413,20251016,2,4,8,18,9,1,2,12,6,False,True,True
31324,529,20251016,5,4,8,234,7,2,3,6,4,False,False,False
31325,600,20251016,1,1,3,171,4,4,1,18,4,False,True,True
31326,398,20251016,4,0,0,0,0,0,0,9,10,True,False,False
31327,55,20251016,4,5,2,197,7,4,2,4,7,False,False,False
31328,432,20251016,4,4,2,143,6,3,1,6,5,False,True,True
31329,56,20251016,1,3,3,117,9,4,1,18,3,False,True,False
31330,909,20251016,3,0,0,0,0,0,0,3,34,True,False,True
31331,443,20251016,2,3,2,150,4,1,1,2,6,False,False,True
31332,516,20251016,4,4,8,235,8,5,2,4,0,False,True,True
31333,342,20251016,3,2,2,74,4,3,1,23,5,False,False,False
31334,321,20251016,3,3,5,98,1,3,3,18,4,False,False,True
31335,703,20251016,1,3,2,123,9,4,2,5,1,False,True,False
31336,393,20251016,5,2,3,236,5,4,2,27,6,False,True,True
31337,824,20251016,2,4,5,198,9,4,1,15,6,False,True,True
31338,645,20251016,3,2,8,240,2,0,3,11,2,False,True,False
31339,450,20251016,5,2,4,234,0,5,3,1,1,False,False,True
31340,611,20251016,5,1,8,144,6,2,1,26,7,False,True,False
31341,22,20251016,4,0,0,0,0,0,0,4,47,True,False,True
31342,262,20251016,1,0,0,0,0,0,0,5,52,True,False,False
31343,503,20251016,1,0,0,0,0,0,0,13,16,True,False,False
31344,247,20251016,1,5,5,137,9,5,3,22,4,False,True,False
31345,835,20251016,3,0,0,0,0,0,0,0,40,True,False,False
31346,461,20251016,2,0,0,0,0,0,0,12,30,True,True,False
31347,762,20251016,2,4,6,107,10,0,1,19,1,False,False,False
31348,713,20251016,4,0,0,0,0,0,0,6,15,True,True,False
31349,31,20251016,3,0,0,0,0,0,0,15,24,True,False,True
31350,620,20251016,5,2,4,163,1,1,3,18,6,False,True,True
31351,826,20251016,4,3,2,198,1,3,1,20,3,False,False,True
31352,961,20251016,3,4,2,99,8,5,2,8,2,False,False,False
31353,451,20251016,1,0,0,0,0,0,0,5,53,True,True,True
31354,501,20251016,2,0,0,0,0,0,0,2,54,True,False,False
31355,902,20251016,2,3,3,275,3,0,2,26,1,False,False,True
31356,734,20251016,1,1,7,269,4,4,1,19,5,False,True,False
31357,704,20251016,4,0,0,0,0,0,0,9,14,True,False,False
31358,772,20251016,4,0,0,0,0,0,0,6,57,True,False,True
31359,311,20251016,4,5,7,31,0,1,2,3,4,False,True,True
31360,604,20251016,3,1,5,88,2,2,1,9,7,False,True,False
31361,422,20251016,1,0,0,0,0,0,0,1,54,True,False,False
31362,33,20251016,1,2,2,292,2,5,3,11,5,False,True,False
31363,259,20251016,4,4,6,159,9,2,1,10,3,False,True,False
31364,593,20251016,2,2,5,240,9,3,2,30,6,False,True,True
31365,336,20251016,2,3,2,54,0,0,3,17,7,False,False,False
31366,827,20251016,3,3,5,113,7,0,3,24,6,False,True,True
31367,447,20251016,3,3,4,92,8,4,3,16,1,False,False,True
31368,72,20251016,2,4,6,225,3,0,3,14,4,False,True,True
31369,445,20251016,3,0,0,0,0,0,0,12,56,True,True,False
31370,786,20251016,5,5,5,254,0,2,1,15,6,False,False,False
31371,392,20251016,3,3,6,286,7,4,2,19,5,False,False,False
31372,487,20251016,5,4,8,294,7,3,2,15,1,False,False,True
31373,188,20251016,5,0,0,0,0,0,0,0,43,True,False,True
31374,36,20251016,4,3,7,109,6,4,3,4,7,False,True,True
31375,617,20251016,4,2,6,18,1,4,3,2,3,False,False,False
31376,134,20251016,1,5,6,213,0,0,1,4,0,False,True,False
31377,569,20251016,5,4,7,62,10,0,3,30,3,False,True,True
31378,757,20251016,4,3,7,113,4,2,2,27,1,False,True,True
31379,86,20251016,2,3,4,44,6,1,1,23,6,False,False,False
31380,580,20251016,2,3,4,67,2,4,3,24,7,False,False,True
31381,780,20251016,3,1,3,77,5,5,1,6,6,False,False,True
31382,138,20251016,2,0,0,0,0,0,0,12,25,True,False,False
31383,180,20251016,1,0,0,0,0,0,0,7,59,True,False,True
31384,90,20251016,1,4,5,228,0,2,3,12,7,False,False,False
31385,245,20251016,5,0,0,0,0,0,0,8,28,True,True,True
31386,124,20251016,2,0,0,0,0,0,0,14,56,True,True,True
31387,986,20251016,3,0,0,0,0,0,0,2,45,True,False,True
31388,673,20251016,2,2,3,219,6,2,2,7,7,False,True,False
31389,674,20251016,5,1,3,257,6,0,2,15,0,False,True,True
31390,535,20251016,1,0,0,0,0,0,0,11,13,True,False,False
31391,934,20251016,2,3,7,90,4,1,3,16,5,False,True,False
31392,778,20251016,2,1,2,84,2,5,2,5,2,False,True,False
31393,716,20251016,3,0,0,0,0,0,0,2,49,True,True,False
31394,769,20251016,5,3,2,72,1,1,1,28,7,False,False,True
31395,303,20251016,3,2,6,171,1,3,1,23,2,False,False,True
31396,439,20251016,4,2,6,74,9,2,1,30,7,False,False,False
31397,557,20251016,3,1,1,199,2,0,1,12,3,False,False,False
31398,736,20251016,3,3,7,45,9,5,3,9,6,False,False,True
31399,812,20251016,1,1,7,283,2,2,3,28,6,False,True,True
31400,845,20251016,1,0,0,0,0,0,0,8,16,True,True,True
31401,57,20251016,5,0,0,0,0,0,0,10,46,True,False,True
31402,559,20251016,5,0,0,0,0,0,0,14,21,True,False,False
31403,621,20251016,5,3,3,110,1,3,3,25,2,False,True,False
31404,855,20251016,5,3,2,65,0,2,1,11,7,False,True,True
31405,540,20251016,5,4,3,173,10,5,2,16,5,False,False,True
31406,169,20251016,4,4,4,144,4,3,1,16,4,False,False,True
31407,403,20251016,1,2,1,245,10,2,2,18,5,False,True,False
31408,924,20251016,1,4,6,15,8,1,2,17,0,False,True,False
31409,972,20251016,1,0,0,0,0,0,0,11,16,True,False,True
31410,277,20251016,5,1,8,254,10,2,3,24,4,False,False,False
31411,494,20251016,4,0,0,0,0,0,0,3,55,True,True,True
31412,97,20251016,5,5,8,186,9,2,2,19,0,False,False,False
31413,5,20251016,1,0,0,0,0,0,0,5,43,True,True,False
31414,290,20251016,5,0,0,0,0,0,0,10,36,True,True,True
31415,636,20251016,1,5,7,165,0,3,2,18,0,False,False,False
31416,573,20251016,2,5,6,84,8,0,1,18,3,False,False,True
31417,701,20251016,5,0,0,0,0,0,0,1,28,True,True,True
31418,881,20251016,4,0,0,0,0,0,0,4,8,True,True,True
31419,987,20251016,1,1,7,116,5,4,2,28,1,False,True,True
31420,941,20251016,1,3,7,150,2,4,1,7,6,False,True,False
31421,81,20251016,3,3,6,131,9,5,3,27,1,False,False,False
31422,942,20251016,4,3,5,244,4,4,2,26,7,False,False,False
31423,753,20251016,1,4,2,221,1,3,1,27,7,False,False,False
31424,179,20251016,2,0,0,0,0,0,0,2,49,True,True,False
31425,63,20251016,4,1,6,248,10,2,3,4,0,False,False,True
31426,832,20251016,2,3,2,141,9,1,2,28,6,False,True,True
31427,518,20251016,2,5,8,26,4,3,3,28,6,False,True,False
31428,601,20251016,1,2,7,59,0,5,3,30,0,False,False,False
31429,859,20251016,4,0,0,0,0,0,0,7,55,True,True,True
31430,833,20251016,3,5,2,150,0,1,2,19,1,False,False,True
31431,708,20251016,3,1,1,30,0,1,3,12,3,False,True,False
31432,431,20251016,1,1,7,213,2,4,1,6,6,False,False,True
31433,791,20251016,2,4,4,199,5,5,3,21,0,False,True,False
31434,351,20251016,2,3,3,93,3,4,3,23,3,False,False,False
31435,879,20251016,5,2,4,133,3,2,3,3,2,False,False,False
31436,804,20251016,3,0,0,0,0,0,0,12,14,True,True,False
31437,641,20251016,1,0,0,0,0,0,0,12,48,True,False,False
31438,603,20251016,5,5,7,154,1,1,2,19,2,False,False,False
31439,999,20251016,2,3,4,244,6,3,1,8,3,False,False,True
31440,395,20251016,5,0,0,0,0,0,0,13,14,True,True,True
31441,194,20251016,1,2,1,275,3,1,2,13,5,False,True,True
31442,354,20251016,5,4,5,297,2,0,2,23,7,False,False,True
31443,654,20251016,1,0,0,0,0,0,0,6,39,True,True,False
31444,813,20251016,1,3,3,270,7,1,3,30,5,False,True,False
31445,371,20251016,3,4,3,28,10,3,2,5,4,False,True,True
31446,886,20251016,2,0,0,0,0,0,0,9,51,True,False,True
31447,671,20251016,1,3,8,137,2,1,2,28,7,False,False,True
31448,310,20251016,4,0,0,0,0,0,0,3,25,True,True,True
31449,339,20251016,2,1,8,186,7,2,1,15,7,False,False,True
31450,935,20251016,1,1,5,61,2,5,3,4,0,False,True,False
31451,846,20251016,1,0,0,0,0,0,0,2,50,True,True,False
31452,655,20251016,1,5,1,120,10,0,1,25,0,False,False,False
31453,651,20251016,3,4,4,22,7,1,1,11,4,False,False,True
31454,196,20251016,3,2,6,150,5,4,1,23,2,False,False,False
31455,507,20251016,1,0,0,0,0,0,0,10,31,True,False,False
31456,416,20251016,5,0,0,0,0,0,0,14,57,True,True,True
31457,313,20251016,5,3,7,70,5,0,3,30,5,False,False,False
31458,144,20251016,3,3,2,240,3,3,1,10,4,False,True,False
31459,468,20251016,2,0,0,0,0,0,0,0,59,True,False,False
31460,796,20251016,2,5,2,209,5,3,2,27,0,False,True,False
31461,171,20251016,5,1,5,175,9,5,3,23,0,False,True,True
31462,457,20251016,5,0,0,0,0,0,0,15,17,True,True,False
31463,943,20251016,4,1,8,276,9,1,3,3,4,False,True,False
31464,322,20251016,4,2,3,88,2,3,1,21,6,False,True,False
31465,380,20251016,3,0,0,0,0,0,0,7,20,True,False,True
31466,963,20251016,1,1,6,16,6,0,1,6,5,False,False,False
31467,193,20251016,5,5,5,133,1,0,3,16,6,False,True,True
31468,519,20251016,3,5,4,43,5,0,1,3,6,False,True,True
31469,305,20251016,3,0,0,0,0,0,0,10,14,True,True,True
31470,65,20251016,5,1,4,46,9,1,1,22,3,False,False,True
31471,153,20251016,1,0,0,0,0,0,0,2,9,True,False,False
31472,284,20251016,3,1,1,195,8,4,2,8,7,False,False,True
31473,639,20251016,3,4,7,218,9,5,2,11,0,False,True,False
31474,365,20251016,2,2,3,173,9,2,3,16,2,False,False,True
31475,338,20251016,3,3,7,238,0,4,3,12,1,False,False,False
31476,70,20251016,5,1,7,210,3,4,2,25,4,False,True,True
31477,429,20251016,4,5,6,82,1,0,1,11,0,False,False,True
31478,396,20251016,5,5,2,56,10,2,3,4,2,False,True,True
31479,889,20251016,3,3,5,10,8,1,2,9,6,False,True,False
31480,219,20251016,1,0,0,0,0,0,0,1,56,True,False,True
31481,979,20251016,3,0,0,0,0,0,0,1,36,True,False,False
31482,606,20251016,5,2,8,115,9,1,2,28,3,False,False,True
31483,822,20251016,3,0,0,0,0,0,0,0,41,True,True,False
31484,598,20251016,4,3,3,175,0,0,1,28,4,False,False,False
31485,858,20251016,1,3,1,282,9,4,1,24,5,False,False,True
31486,92,20251016,4,3,8,23,1,3,2,22,0,False,False,False
31487,612,20251016,2,0,0,0,0,0,0,3,43,True,False,True
31488,78,20251016,5,1,1,143,4,2,3,10,0,False,False,False
31489,815,20251016,2,4,4,189,4,1,3,10,4,False,True,False
31490,789,20251016,1,0,0,0,0,0,0,15,18,True,True,False
31491,706,20251016,2,0,0,0,0,0,0,14,17,True,False,False
31492,837,20251016,4,5,6,97,8,2,3,25,2,False,True,True
31493,747,20251016,5,0,0,0,0,0,0,7,15,True,False,True
31494,441,20251016,4,4,3,16,0,3,2,1,7,False,False,False
31495,296,20251016,3,1,4,88,7,0,2,24,2,False,True,False
31496,213,20251016,5,4,5,18,8,0,3,21,1,False,False,False
31497,884,20251016,3,1,2,62,10,5,3,18,2,False,False,False
31498,506,20251016,4,5,4,248,3,5,3,9,5,False,False,False
31499,556,20251016,4,0,0,0,0,0,0,1,51,True,True,True
31500,575,20251016,4,2,6,196,9,5,3,1,2,False,True,False
31501,412,20251016,2,4,8,79,7,0,3,24,4,False,False,True
31502,586,20251016,4,4,6,283,5,3,1,16,4,False,False,False
31503,962,20251016,1,0,0,0,0,0,0,6,14,True,True,False
31504,73,20251016,2,2,8,81,7,4,1,21,5,False,False,False
31505,630,20251016,2,3,4,103,9,3,3,1,4,False,False,True
31506,423,20251016,5,1,8,30,8,3,2,11,4,False,False,True
31507,873,20251016,2,0,0,0,0,0,0,6,24,True,False,False
31508,372,20251016,4,2,3,287,9,5,3,4,3,False,True,False
31509,551,20251016,1,5,2,250,2,4,2,11,3,False,False,False
31510,700,20251016,4,0,0,0,0,0,0,7,18,True,False,True
31511,921,20251016,5,3,2,121,1,2,1,28,4,False,False,True
31512,627,20251016,3,3,1,87,9,3,1,16,6,False,False,False
31513,161,20251016,4,0,0,0,0,0,0,2,42,True,True,True
31514,958,20251016,5,0,0,0,0,0,0,10,60,True,False,True
31515,684,20251016,5,4,2,55,0,3,2,25,2,False,False,False
31516,766,20251016,5,1,2,15,10,3,3,12,1,False,True,True
31517,184,20251016,1,4,6,270,7,2,3,3,7,False,True,False
31518,49,20251016,5,4,2,189,2,5,1,10,0,False,True,True
31519,125,20251016,5,3,5,204,6,3,3,11,7,False,False,True
31520,605,20251016,1,0,0,0,0,0,0,5,53,True,False,True
31521,940,20251016,1,5,8,173,0,4,2,21,1,False,True,True
31522,893,20251016,2,0,0,0,0,0,0,5,58,True,True,True
31523,350,20251016,2,4,2,195,1,0,3,21,7,False,True,True
31524,948,20251016,3,3,1,58,1,4,2,20,3,False,True,True
31525,216,20251016,5,0,0,0,0,0,0,1,47,True,False,True
31526,132,20251016,3,1,2,18,0,4,2,3,1,False,True,True
31527,539,20251016,4,0,0,0,0,0,0,15,23,True,True,True
31528,146,20251016,1,0,0,0,0,0,0,15,47,True,True,True
31529,332,20251016,5,2,5,179,6,3,3,7,6,False,False,False
31530,631,20251016,3,0,0,0,0,0,0,0,59,True,True,True
31531,203,20251016,4,0,0,0,0,0,0,15,56,True,True,True
31532,974,20251016,2,1,8,75,0,1,2,17,0,False,True,True
31533,98,20251016,2,0,0,0,0,0,0,1,32,True,True,True
31534,596,20251016,3,0,0,0,0,0,0,14,10,True,False,False
31535,922,20251016,1,4,8,151,4,3,3,5,6,False,True,True
31536,14,20251016,2,3,5,73,0,4,3,15,3,False,True,True
31537,782,20251016,2,0,0,0,0,0,0,1,51,True,False,False
31538,480,20251016,5,1,3,87,1,3,2,20,4,False,True,True
31539,15,20251016,4,3,4,54,9,4,2,3,6,False,False,False
31540,286,20251016,2,5,8,213,10,3,3,27,4,False,False,True
31541,234,20251016,3,2,3,36,4,4,1,22,4,False,True,False
31542,566,20251016,1,0,0,0,0,0,0,5,57,True,False,True
31543,58,20251016,3,1,7,289,2,2,2,17,7,False,False,True
31544,984,20251016,4,4,2,269,9,3,2,30,5,False,False,True
31545,916,20251016,1,3,2,19,7,2,1,6,1,False,True,True
31546,375,20251016,2,0,0,0,0,0,0,9,19,True,False,False
31547,992,20251016,5,5,2,62,8,1,2,10,0,False,False,False
31548,798,20251016,1,0,0,0,0,0,0,4,51,True,True,True
31549,400,20251016,3,1,4,113,5,4,3,29,1,False,False,True
31550,102,20251016,5,0,0,0,0,0,0,5,52,True,True,True
31551,243,20251016,1,4,3,31,8,4,3,19,3,False,False,True
31552,302,20251016,4,1,5,61,3,0,2,5,0,False,True,True
31553,69,20251016,3,5,2,192,1,0,3,9,6,False,False,False
31554,615,20251016,2,4,7,76,2,0,2,30,1,False,False,False
31555,10,20251016,1,3,8,192,9,5,2,16,6,False,False,False
31556,38,20251016,3,4,6,225,0,4,1,22,3,False,True,True
31557,792,20251016,5,1,7,164,9,2,2,3,2,False,False,False
31558,633,20251016,4,4,2,136,10,2,2,22,1,False,False,False
31559,111,20251016,3,3,8,201,10,2,1,12,4,False,True,True
31560,945,20251016,1,0,0,0,0,0,0,10,49,True,False,True
31561,914,20251016,3,4,3,124,0,4,2,26,0,False,True,False
31562,94,20251016,5,2,8,64,5,5,3,21,5,False,True,False
31563,868,20251016,5,3,2,140,5,2,3,17,1,False,True,False
31564,363,20251016,1,1,6,153,2,2,1,12,6,False,False,False
31565,609,20251016,4,4,1,117,2,2,2,3,0,False,False,False
31566,616,20251016,4,4,6,229,1,1,3,16,4,False,False,False
31567,638,20251016,2,0,0,0,0,0,0,7,34,True,False,True
31568,150,20251016,1,2,8,299,5,0,1,4,3,False,True,True
31569,40,20251016,5,5,2,29,8,0,3,17,6,False,False,False
31570,195,20251016,3,0,0,0,0,0,0,8,31,True,True,True
31571,967,20251016,2,0,0,0,0,0,0,12,24,True,True,False
31572,402,20251016,1,2,6,158,10,3,3,16,6,False,True,False
31573,182,20251016,3,0,0,0,0,0,0,15,9,True,False,False
31574,348,20251016,2,0,0,0,0,0,0,13,43,True,True,True
31575,419,20251016,2,0,0,0,0,0,0,13,46,True,True,False
31576,590,20251016,1,5,6,127,2,1,3,7,0,False,True,False
31577,139,20251016,2,2,2,163,5,5,3,9,5,False,False,False
31578,982,20251016,2,0,0,0,0,0,0,12,30,True,True,False
31579,759,20251016,4,0,0,0,0,0,0,9,8,True,True,True
31580,764,20251016,5,0,0,0,0,0,0,3,13,True,True,False
31581,231,20251016,1,0,0,0,0,0,0,13,54,True,True,True
31582,435,20251016,3,1,3,144,5,3,1,27,6,False,False,True
31583,479,20251016,2,3,7,260,2,1,2,29,2,False,True,False
31584,488,20251016,5,0,0,0,0,0,0,12,17,True,False,True
31585,341,20251016,4,0,0,0,0,0,0,13,48,True,True,True
31586,740,20251016,4,0,0,0,0,0,0,1,54,True,True,True
31587,964,20251016,1,2,2,233,9,4,2,25,5,False,True,False
31588,695,20251016,2,4,7,160,0,2,1,5,5,False,False,True
31589,761,20251016,3,4,7,81,1,5,3,13,4,False,False,True
31590,258,20251016,2,5,5,150,7,2,2,22,6,False,False,False
31591,885,20251016,5,5,4,281,8,0,2,26,4,False,False,False
31592,719,20251016,4,5,3,202,3,3,3,24,0,False,True,True
31593,282,20251016,1,4,6,33,8,2,2,13,3,False,False,False
31594,386,20251016,5,3,7,85,10,1,2,11,3,False,True,True
31595,775,20251016,5,0,0,0,0,0,0,12,57,True,False,False
31596,709,20251016,1,4,8,299,0,4,1,13,0,False,False,True
31597,181,20251016,4,4,4,254,1,1,1,3,0,False,True,True
31598,220,20251016,5,0,0,0,0,0,0,0,50,True,True,False
31599,298,20251016,4,0,0,0,0,0,0,9,8,True,False,False
31600,100,20251016,5,1,4,254,9,3,3,28,6,False,True,False
31601,239,20251016,3,5,8,279,7,3,2,21,1,False,False,False
31602,953,20251016,4,0,0,0,0,0,0,3,34,True,True,True
31603,969,20251016,3,4,8,262,5,4,1,2,1,False,False,False
31604,828,20251016,1,1,1,133,10,4,2,21,1,False,True,True
31605,821,20251016,4,1,4,72,5,5,3,25,6,False,False,False
31606,663,20251016,3,2,7,145,0,1,2,14,7,False,False,False
31607,489,20251016,4,4,1,246,0,0,3,5,6,False,False,False
31608,727,20251016,5,5,2,141,4,5,2,20,1,False,True,False
31609,563,20251016,4,0,0,0,0,0,0,10,11,True,False,True
31610,947,20251016,5,3,5,37,3,5,2,30,7,False,False,False
31611,634,20251016,2,4,1,127,4,0,3,14,0,False,False,True
31612,23,20251016,3,4,8,238,6,4,2,25,3,False,False,True
31613,159,20251016,5,2,7,241,0,5,1,18,4,False,False,True
31614,355,20251016,1,1,8,266,8,5,2,22,3,False,True,False
31615,500,20251016,5,3,4,18,2,3,2,13,6,False,True,True
31616,850,20251016,3,0,0,0,0,0,0,4,31,True,False,False
31617,847,20251016,2,3,4,51,4,2,3,14,3,False,True,True
31618,594,20251016,5,0,0,0,0,0,0,12,56,True,False,True
31619,856,20251016,2,2,7,68,6,4,2,6,4,False,False,True
31620,361,20251016,2,5,1,107,4,4,1,17,4,False,False,True
31621,756,20251016,2,0,0,0,0,0,0,13,42,True,False,True
31622,162,20251016,3,4,6,28,2,3,3,20,2,False,True,True
31623,718,20251016,2,3,7,50,7,0,3,3,5,False,True,False
31624,233,20251016,3,0,0,0,0,0,0,5,21,True,True,False
31625,165,20251016,3,0,0,0,0,0,0,6,37,True,True,True
31626,870,20251016,1,2,1,230,6,5,1,12,6,False,False,True
31627,191,20251016,5,2,3,251,4,3,1,28,2,False,False,True
31628,891,20251016,4,0,0,0,0,0,0,5,8,True,False,True
31629,910,20251016,3,0,0,0,0,0,0,4,55,True,False,False
31630,384,20251016,4,5,6,122,3,2,3,25,6,False,True,True
31631,743,20251016,5,0,0,0,0,0,0,15,15,True,True,False
31632,223,20251016,2,0,0,0,0,0,0,12,50,True,False,True
31633,839,20251016,1,0,0,0,0,0,0,12,47,True,True,True
31634,538,20251016,1,1,4,200,3,1,3,26,7,False,True,False
31635,591,20251016,1,0,0,0,0,0,0,3,59,True,False,True
31636,561,20251016,1,1,7,119,9,5,1,13,7,False,False,False
31637,536,20251016,3,0,0,0,0,0,0,12,34,True,True,True
31638,585,20251016,4,4,5,29,8,4,1,14,6,False,True,True
31639,694,20251016,4,5,3,300,9,3,1,20,6,False,True,False
31640,876,20251016,2,1,4,199,0,2,1,20,5,False,False,True
31641,929,20251016,1,0,0,0,0,0,0,9,53,True,True,False
31642,319,20251016,4,0,0,0,0,0,0,13,42,True,False,False
31643,62,20251016,1,0,0,0,0,0,0,0,8,True,False,False
31644,95,20251016,3,0,0,0,0,0,0,4,21,True,True,False
31645,267,20251016,1,5,2,53,0,5,2,1,3,False,False,True
31646,990,20251016,5,0,0,0,0,0,0,5,49,True,False,False
31647,534,20251016,4,2,6,41,2,4,3,9,2,False,True,True
31648,41,20251016,2,2,1,134,8,5,3,7,2,False,False,False
31649,689,20251016,5,1,2,278,7,0,2,23,7,False,True,True
31650,680,20251016,3,2,3,277,0,5,1,24,4,False,True,True
31651,160,20251016,3,4,4,106,3,3,1,13,4,False,False,True
31652,960,20251016,2,2,3,174,3,2,1,12,3,False,True,False
31653,168,20251016,1,1,6,91,6,0,1,30,1,False,True,False
31654,224,20251016,3,1,1,114,8,2,3,19,2,False,False,False
31655,582,20251016,2,3,3,151,1,3,2,24,6,False,False,False
31656,659,20251016,3,2,3,287,2,2,2,8,1,False,False,True
31657,710,20251016,5,5,5,138,1,0,1,20,4,False,True,False
31658,309,20251016,1,2,5,266,6,2,1,25,4,False,True,True
31659,103,20251016,4,2,3,135,5,4,3,22,7,False,True,False
31660,89,20251016,1,0,0,0,0,0,0,15,29,True,False,False
31661,681,20251016,2,2,6,241,1,4,1,4,7,False,True,True
31662,316,20251016,2,2,3,202,1,0,1,18,4,False,False,False
31663,998,20251016,4,4,1,217,8,0,1,20,6,False,True,False
31664,462,20251016,5,1,7,63,7,4,2,28,7,False,True,True
31665,550,20251016,4,1,5,269,6,1,1,23,7,False,False,False
31666,250,20251016,3,1,2,172,4,3,2,2,5,False,False,True
31667,133,20251016,2,0,0,0,0,0,0,4,47,True,True,True
31668,411,20251016,2,5,1,212,7,0,2,13,3,False,False,False
31669,128,20251016,5,4,6,88,7,3,1,29,1,False,False,True
31670,473,20251016,1,2,8,214,3,1,1,13,4,False,True,False
31671,666,20251016,2,5,2,285,10,4,3,5,1,False,False,True
31672,293,20251016,1,2,4,144,0,1,1,27,0,False,False,True
31673,491,20251016,2,4,8,97,9,4,2,4,7,False,True,True
31674,325,20251016,3,4,5,27,2,2,2,23,7,False,True,True
31675,465,20251016,1,1,4,221,10,4,3,3,1,False,True,True
31676,174,20251016,5,4,8,131,3,3,1,18,6,False,True,True
31677,483,20251016,1,0,0,0,0,0,0,12,30,True,True,True
31678,726,20251016,2,0,0,0,0,0,0,2,53,True,True,False
31679,808,20251016,4,0,0,0,0,0,0,12,40,True,True,True
